split	task	episode	seed	first_np_random	crazy_random_light_rate
train_set	adjust_bottle	episode18	1780920315	0.083828270906	0.1
train_set	adjust_bottle	episode30	1780920330	0.070273358660	0.1
train_set	adjust_bottle	episode34	1780920334	0.052535998551	0.1
train_set	adjust_bottle	episode35	1780920335	0.052403542679	0.1
train_set	adjust_bottle	episode50	1780920357	0.018982788586	0.1
train_set	beat_block_hammer	episode34	1780920330	0.070273358660	0.1
train_set	beat_block_hammer	episode37	1780920335	0.052403542679	0.1
train_set	beat_block_hammer	episode44	1780920342	0.011975084613	0.1
train_set	blocks_ranking_rgb	episode22	1780920315	0.083828270906	0.1
train_set	blocks_ranking_rgb	episode32	1780920330	0.070273358660	0.1
train_set	blocks_ranking_rgb	episode36	1780920334	0.052535998551	0.1
train_set	blocks_ranking_rgb	episode37	1780920335	0.052403542679	0.1
train_set	blocks_ranking_rgb	episode43	1780920342	0.011975084613	0.1
train_set	blocks_ranking_size	episode18	1780920315	0.083828270906	0.1
train_set	blocks_ranking_size	episode31	1780920330	0.070273358660	0.1
train_set	blocks_ranking_size	episode35	1780920334	0.052535998551	0.1
train_set	blocks_ranking_size	episode36	1780920335	0.052403542679	0.1
train_set	blocks_ranking_size	episode42	1780920342	0.011975084613	0.1
train_set	click_alarmclock	episode19	1780920315	0.083828270906	0.1
train_set	click_alarmclock	episode32	1780920330	0.070273358660	0.1
train_set	click_alarmclock	episode35	1780920334	0.052535998551	0.1
train_set	click_alarmclock	episode36	1780920335	0.052403542679	0.1
train_set	click_alarmclock	episode43	1780920342	0.011975084613	0.1
train_set	click_bell	episode32	1780920330	0.070273358660	0.1
train_set	click_bell	episode35	1780920334	0.052535998551	0.1
train_set	click_bell	episode41	1780920342	0.011975084613	0.1
train_set	click_bell	episode54	1780920357	0.018982788586	0.1
train_set	dump_bin_bigbin	episode13	1780932060	0.004824787483	0.1
train_set	dump_bin_bigbin	episode23	1780932087	0.097634751339	0.1
train_set	dump_bin_bigbin	episode35	1780932147	0.011397770785	0.1
train_set	dump_bin_bigbin	episode46	1780932182	0.005494717790	0.1
train_set	dump_bin_bigbin	episode49	1780932204	0.079354689525	0.1
train_set	grab_roller	episode2	1780928517	0.051789139648	0.1
train_set	grab_roller	episode3	1780928518	0.023976728376	0.1
train_set	grab_roller	episode38	1780928564	0.053155552590	0.1
train_set	grab_roller	episode44	1780928570	0.095040301341	0.1
train_set	handover_block	episode6	1780953242	0.021854152965	0.1
train_set	handover_block	episode22	1780953263	0.001832440035	0.1
train_set	handover_block	episode35	1780953284	0.040194840668	0.1
train_set	handover_block	episode47	1780953297	0.087621757534	0.1
train_set	handover_mic	episode0	1780952942	0.038023368918	0.1
train_set	handover_mic	episode18	1780952961	0.043660896863	0.1
train_set	handover_mic	episode22	1780952965	0.082474984044	0.1
train_set	handover_mic	episode40	1780952985	0.039143259870	0.1
train_set	handover_mic	episode50	1780952995	0.022173340931	0.1
train_set	handover_mic	episode53	1780952998	0.058637389595	0.1
train_set	hanging_mug	episode2	1780926437	0.001339074719	0.1
train_set	hanging_mug	episode21	1780926498	0.068890131221	0.1
train_set	hanging_mug	episode27	1780926557	0.038518063155	0.1
train_set	hanging_mug	episode45	1780926657	0.017736536576	0.1
train_set	lift_pot	episode1	1780926179	0.041346818969	0.1
train_set	lift_pot	episode23	1780926245	0.074000548651	0.1
train_set	lift_pot	episode24	1780926249	0.001359171774	0.1
train_set	lift_pot	episode32	1780926275	0.073961814906	0.1
train_set	lift_pot	episode53	1780926333	0.035824577511	0.1
train_set	move_can_pot	episode6	1780957414	0.047208406784	0.1
train_set	move_can_pot	episode11	1780957423	0.087660704348	0.1
train_set	move_can_pot	episode19	1780957432	0.031938877781	0.1
train_set	move_can_pot	episode26	1780957439	0.054871195965	0.1
train_set	move_can_pot	episode35	1780957451	0.060191779739	0.1
train_set	move_can_pot	episode53	1780957470	0.075652093241	0.1
train_set	move_pillbottle_pad	episode9	1780937070	0.076317761676	0.1
train_set	move_pillbottle_pad	episode22	1780937088	0.085499336168	0.1
train_set	move_pillbottle_pad	episode24	1780937090	0.000606696870	0.1
train_set	move_pillbottle_pad	episode26	1780937095	0.026264229479	0.1
train_set	move_pillbottle_pad	episode28	1780937097	0.006752723684	0.1
train_set	move_pillbottle_pad	episode30	1780937104	0.080971429117	0.1
train_set	move_pillbottle_pad	episode39	1780937114	0.016942794464	0.1
train_set	move_playingcard_away	episode12	1780974345	0.078115118256	0.1
train_set	move_playingcard_away	episode21	1780974357	0.055276795870	0.1
train_set	move_stapler_pad	episode23	1780969691	0.018560893433	0.1
train_set	move_stapler_pad	episode28	1780969696	0.008486073093	0.1
train_set	move_stapler_pad	episode31	1780969700	0.047995645656	0.1
train_set	move_stapler_pad	episode53	1780969724	0.048613165754	0.1
train_set	open_laptop	episode2	1780954864	0.011228610176	0.1
train_set	open_laptop	episode23	1780954890	0.040747461063	0.1
train_set	open_laptop	episode30	1780954898	0.055154143598	0.1
train_set	open_laptop	episode50	1780954925	0.034578715601	0.1
train_set	open_laptop	episode52	1780954927	0.047766424529	0.1
train_set	open_microwave	episode0	1780938648	0.011435270956	0.1
train_set	open_microwave	episode7	1780938658	0.080953790444	0.1
train_set	open_microwave	episode10	1780938664	0.071295068354	0.1
train_set	open_microwave	episode23	1780938683	0.073184513733	0.1
train_set	open_microwave	episode29	1780938695	0.096433468308	0.1
train_set	pick_diverse_bottles	episode3	1780975801	0.062067281246	0.1
train_set	pick_diverse_bottles	episode13	1780975841	0.071917163484	0.1
train_set	pick_diverse_bottles	episode17	1780975849	0.072434323994	0.1
train_set	pick_diverse_bottles	episode27	1780975884	0.039812273820	0.1
train_set	pick_diverse_bottles	episode30	1780975904	0.082701845599	0.1
train_set	pick_diverse_bottles	episode32	1780975906	0.008668730544	0.1
train_set	pick_diverse_bottles	episode39	1780975925	0.001565360631	0.1
train_set	pick_dual_bottles	episode0	1780948687	0.007652839681	0.1
train_set	pick_dual_bottles	episode1	1780948689	0.014417217108	0.1
train_set	pick_dual_bottles	episode5	1780948695	0.060444869563	0.1
